id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
KCNJ4	60.8248577685	93.9986076089	27.6511079282	0.29416508	-1.7653020988	0.0049208308	0.0289664576
KCNJ5	29.1268848562	43.7612692243	14.4925004881	0.33117185	-1.5943480476	0.0394608089	0.138959445
KCNJ6	2.1528926764	3.8820435396	0.4237418131	0.1091543175	-3.1955588988	0.0146097169	0.0667833367
KCNJ8	1714.1730939198	1365.358067635	2062.9881202046	1.5109502548	0.5954561633	0.0021159376	0.0149023561
KCNJ9	0.5552509617	1.0722401166	0.0382618067	0.035683991	-4.8085792091	0.0245327852	0.0986609186
KCNK10	1.8529371948	2.2937477713	1.4121266184	0.6156416307	-0.6998373024	0.5713878619	0.7678767769
KCNK12	13.0933579539	26.1291032021	0.0576127056	0.0022049247	-8.8250548825	0.0508224536	0.1674228302
KCNK13	30.1670946212	42.5916190015	17.7425702408	0.4165742148	-1.2633545531	0.093247994	0.2531222351
KCNK15	7.9707768778	8.0743771611	7.8671765944	0.9743385078	-0.0375050098	0.9702264858	1
KCNK16	0.1602685477	0.0400468101	0.2804902853	7.0040606066	2.8081915676	0.2221494203	0.4471089996
KCNK17	50.523968826	47.6742957604	53.3736418916	1.1195475684	0.162915828	0.828072752	0.9339688482
KCNK18	0.01014345	0	0.0202868999	Inf	Inf	0.9808513078	1
KCNK1	470.6494665581	441.6343340238	499.6645990924	1.1313988986	0.1781076716	0.5616918788	0.7636668486
KCNK2	18.7335419042	34.930626551	2.5364572575	0.0726141357	-3.7836057661	0.1185849411	0.2982408959
KCNK3	21.2869543902	16.6005528972	25.9733558831	1.5646078805	0.6458011365	0.4358930492	0.6619395152
KCNK4	1.2035071359	2.3683975284	0.0386167435	0.0163050092	-5.9385409356	0.0011237671	0.0090310466
KCNK5	482.2539040125	421.5898043056	542.9180037193	1.2877873188	0.3648943485	0.3247845939	0.5602447466
KCNK6	91.5564685476	73.8471534915	109.2657836036	1.4796207902	0.5652274771	0.2662279729	0.4971847825
KCNK7	4.7748689587	6.0527842713	3.4969536461	0.5777429839	-0.79150026	0.4746259067	0.6974766715
KCNK9	12.3927251681	24.7036834026	0.0817669337	0.0033099086	-8.2389929141	2.96062551692717e-10	1.43146506795937e-08
KCNMA1	298.3025831794	208.5760259175	388.0291404413	1.8603726806	0.8955916593	0.004760896	0.0282676374
KCNMB1	20.8172432051	26.941064991	14.6934214193	0.5453912614	-0.8746365102	0.2703012044	0.5018879999
KCNMB2	2.2962149809	2.4332210401	2.1592089218	0.8873870833	-0.1723645413	0.881958054	0.9634402449
KCNMB3	33.1158961845	39.3243280262	26.9074643429	0.6842447333	-0.5474156698	0.4306231281	0.6579188121
KCNMB4	37.4274014827	35.9380619213	38.9167410441	1.0828836883	0.1148782925	0.8498782773	0.94638317
KCNN1	3.8861127826	7.0806279051	0.6915976601	0.0976746228	-3.3558724101	0.0054911617	0.0314786913
KCNN2	286.3411192281	39.0261878174	533.6560506388	13.6743064205	3.7733957543	2.61735268732712e-26	1.29981761149107e-23
KCNN3	15.8670391496	24.7959839856	6.9380943137	0.2798071784	-1.83749512	0.0366281824	0.1316901127
KCNN4	22.2015242421	24.3802369364	20.0228115479	0.8212722296	-0.284067579	0.7075794455	0.8579190373
KCNQ1DN	0.0401969217	0.0600702152	0.0203236282	0.3383312033	-1.5634918562	0.7931539001	0.9116798063
KCNQ1OT1	31.4228859977	36.9712988654	25.87447313	0.699852965	-0.5148762428	0.4667201824	0.6898226872
KCNQ1	127.457332802	157.1034700059	97.8111955981	0.6225909306	-0.6836435338	0.1201939211	0.3012591166
KCNQ2	0.2947285704	0.4492662624	0.1401908784	0.3120440819	-1.6801782443	0.379943954	0.6123110752
KCNQ3	0.7385518927	1.2172806841	0.2598231013	0.213445514	-2.228060253	0.1374696694	0.3285835564
KCNQ4	1.7962636865	2.30984323	1.2826841429	0.5553122075	-0.8486289837	0.4930846646	0.7120163609
KCNQ5	2.8044742449	2.095632826	3.5133156639	1.6764939069	0.7454472398	0.5369631556	0.7468153936
KCNRG	3.9334746252	3.9036157304	3.96333352	1.0152980707	0.0219033353	0.9691870018	1
KCNS1	3.2499710236	3.3100611081	3.1898809392	0.9636924622	-0.0533552742	0.9298588277	0.9889898833
KCNS2	1.9829053482	3.4536420104	0.5121686859	0.1482981399	-2.753427593	0.3600502592	0.5939656425
KCNS3	114.6810745166	109.0537431263	120.3084059069	1.1032029021	0.1416981572	0.77319906	0.8995186478
KCNT1	0.5528719482	0.7211038189	0.3846400774	0.5334045769	-0.9066978908	0.5477134037	0.7539356821
KCNT2	161.32794141	143.1960148267	179.4598679933	1.2532462458	0.3256699124	0.4656581403	0.6889364343
KCNU1	53.9798472468	107.8563137231	0.1033807705	0.0009585046	-10.0269270567	0.0009950493	0.0081939264
KCNV1	0.0761908516	0.1523817032	0	0	-Inf	0.132023162	0.3205665999
KCNV2	0.1259241434	0.1748391849	0.077009102	0.4404567661	-1.1829276792	0.6463997578	0.8210952797
KCP	12.0258860857	22.293972973	1.7577991984	0.078846386	-3.6648115607	0.0019614771	0.0139463614
KCTD10	641.5155241834	714.5661101808	568.4649381859	0.7955386214	-0.3299961234	0.144830231	0.3407935748
KCTD11	218.86155065	211.3789168847	226.3441844153	1.0707982979	0.0986867509	0.7615508653	0.8936925259
KCTD12	697.7772865174	614.923199016	780.6313740188	1.2694778393	0.3442352107	0.1519195939	0.3513707541
KCTD13	194.5274596367	225.064502576	163.9904166974	0.728637412	-0.4567270224	0.2269408323	0.452225087
KCTD14	204.1011295622	167.0749163493	241.127342775	1.4432288703	0.5293001036	0.1562697464	0.3585071457
KCTD15	245.7896610745	297.6466521407	193.9326700084	0.6515533389	-0.6180448062	0.0693287009	0.2081285645
KCTD16	0.8647915018	0.7516446361	0.9779383676	1.3010647859	0.3796928022	0.7951466726	0.9123936596
KCTD17	227.7551986284	366.6455413663	88.8648558905	0.2423726621	-2.0447011129	0.0024928755	0.0170126895
KCTD18	323.7003625941	327.3724708531	320.028254335	0.9775661756	-0.032733727	0.9030945906	0.9749797118
KCTD19	0.2142015422	0.2254677108	0.2029353736	0.9000640176	-0.1519004772	0.9653010082	1
KCTD1	136.0832566239	190.2282137997	81.9382994482	0.4307368387	-1.2151213797	0.0057161518	0.0324854541
KCTD20	1397.6091736633	1464.7942997103	1330.4240476163	0.9082668112	-0.1388119311	0.4419823621	0.6680678783
KCTD21	759.6718920674	767.9278652506	751.4159188843	0.9784980503	-0.0313591187	0.8821089355	0.9634402449
KCTD2	636.3137540501	746.9929316425	525.6345764577	0.7036674033	-0.5070344118	0.0289085747	0.1114109438
KCTD3	2978.6728160172	3096.739817169	2860.6058148654	0.9237475486	-0.1144294641	0.4942287207	0.7130197257
KCTD4	0.0887364927	0.0357869888	0.1416859966	3.9591483227	1.9851901165	0.4785530519	0.7009464954
KCTD5	593.1369504003	557.3204804836	628.9534203169	1.1285309662	0.1744460057	0.520645884	0.7342801633
KCTD6	247.7197667189	290.9254157948	204.5141176429	0.7029778305	-0.5084489024	0.1321183219	0.3207002955
KCTD7	118.7339468429	166.6165204884	70.8513731973	0.425236183	-1.233663735	0.0079635528	0.0422570114
KCTD8	0.4601590728	0.7566230081	0.1636951374	0.216349669	-2.208563181	0.2271768027	0.452225087
KCTD9	278.8877696813	279.3434234929	278.4321158697	0.9967376801	-0.0047142267	0.9698759674	1
KDELC1	196.8048682255	223.9478216659	169.661914785	0.757595736	-0.400499884	0.2647715825	0.4954203468
KDELC2	542.9425600582	478.7677042837	607.1174158327	1.2680834785	0.3426497218	0.1902883883	0.4076321695
KDELR1	4564.1232846716	4982.2587740214	4145.9877953217	0.8321502321	-0.2650840863	0.1583179415	0.3609112396
KDELR2	9930.5126003537	9755.4086907252	10105.6165099822	1.0358988363	0.0508831193	0.80002932	0.9151832656
KDELR3	570.0509053983	803.5991977592	336.5026130375	0.4187443367	-1.255858416	0.0004562646	0.0043639176
KDM1A	809.5605719018	843.807568925	775.3135748787	0.9188274714	-0.1221341034	0.57340317	0.7690235982
KDM1B	325.6478138408	366.232568685	285.0630589966	0.7783662169	-0.3614790001	0.2146491327	0.4381203923
KDM2A	2194.9262595025	2242.9973701377	2146.8551488673	0.9571367214	-0.0632030749	0.7080532359	0.8581174566
KDM2B	501.3688894417	470.0517062054	532.6860726779	1.1332499503	0.1804660979	0.5041504259	0.7211415993
KDM3A	665.5745410329	737.0542195676	594.0948624981	0.806039565	-0.3110774388	0.1593467896	0.3625570792
KDM3B	1080.994544013	1240.4372924525	921.5517955735	0.7429249356	-0.4287116453	0.0374930725	0.1338801304
KDM4A	949.5358412786	997.2619844765	901.8096980807	0.9042856462	-0.145149531	0.4779128055	0.7005385013
KDM4B	926.5323634792	928.9595435401	924.1051834183	0.9947744117	-0.0075586969	0.9588468239	1
KDM4C	470.6264056028	445.7164806852	495.5363305205	1.1117747537	0.1528645267	0.5777535134	0.7726785007
KDM4DL	0.0211757651	0.0208490741	0.021502456	1.0313386513	0.0445181351	1	1
KDM4D	14.4712085017	16.9149059056	12.0275110978	0.7110598879	-0.4919570211	0.5834829301	0.7766406014
KDM5A	882.3393253016	838.5185271395	926.1601234638	1.1045195705	0.1434189814	0.5228549362	0.7360022098
KDM5B	649.0393140894	809.8655188152	488.2131093637	0.6028323197	-0.7301713285	0.0012943404	0.0100921037
KDM5C	1564.5680422364	1747.2137141427	1381.9223703302	0.7909292144	-0.3383795109	0.0777439086	0.2243026996
KDM5D	298.6026721191	280.4802844198	316.7250598184	1.1292239684	0.1753316562	0.5670815398	0.7654292837
KDM6A	532.1401200683	496.1644840525	568.115756084	1.1450149584	0.1953664458	0.4811978995	0.7031188924
KDM6B	867.6768772697	538.5897535829	1196.7640009566	2.2220326194	1.1518799956	2.72199280396467e-07	6.96427432327448e-06
KDR	1012.7874368882	930.1572890702	1095.4175847063	1.1776691938	0.2359343443	0.2678885515	0.4991004073
KDSR	2309.8113658826	1640.1681003534	2979.4546314119	1.8165544317	0.8612045957	1.43380553934078e-05	0.0002278092
KEAP1	2247.7412080283	2481.0226815054	2014.4597345511	0.811947327	-0.3005419555	0.1405443717	0.3336679813
KEL	45.3168933204	79.1704544674	11.4633321734	0.1447930576	-2.7879356639	0.221267567	0.4460356201
KERA	0.0603759	0.1003782213	0.0203735786	0.2029681179	-2.3006749673	0.5070392136	0.723200198
KGFLP1	2.4605923775	2.6647532265	2.2564315285	0.8467694142	-0.2399589356	0.8383213285	0.9393466873
KGFLP2	56.9368277671	41.9249326976	71.9487228365	1.716132101	0.7791606101	0.2084526874	0.4308936835
KHDC1L	0.4955597977	0.9714073561	0.0197122393	0.0202924542	-5.6229128294	0.0332763853	0.123089578
KHDC1	1.4591936997	2.1765715922	0.7418158072	0.3408184733	-1.552924559	0.2277458413	0.4528263479
KHDRBS1	2260.0683371499	2271.2664695073	2248.8702047924	0.9901393055	-0.0142965785	0.9123093247	0.9808249702
KHDRBS2	0.3190299804	0.2718934563	0.3661665045	1.346727904	0.4294583948	0.8379508774	0.9389859173
KHDRBS3	287.8648979478	325.2557755885	250.4740203071	0.7700832364	-0.3769137034	0.2192300531	0.4434514536
KHK	10469.3742328106	6611.8033596091	14326.9451060122	2.1668740473	1.1156152971	7.26201960283087e-08	2.16385839488659e-06
KHNYN	1033.0048658163	1286.7507987684	779.2589328641	0.6056020588	-0.723557985	0.0007384589	0.0064570977
KHSRP	1700.2678182784	1830.0439799015	1570.4916566553	0.8581715379	-0.2206620414	0.2372786321	0.4640626626
KIAA0020	401.6650551056	444.4291356406	358.9009745706	0.8075550089	-0.3083675585	0.2747965326	0.5071233199
KIAA0040	857.3374804301	580.9980376395	1133.6769232207	1.9512577492	0.9644043617	0.0004854926	0.0045852951
KIAA0087	0.2874290487	0.3925572137	0.1823008837	0.4643931569	-1.1065813815	0.5229102956	0.7360115553
KIAA0090	916.5687019556	957.4054040835	875.7319998277	0.9146929776	-0.1286405198	0.5440239613	0.7509019443
KIAA0100	1832.4341811286	2408.1920987828	1256.6762634745	0.5218338953	-0.9383374387	3.16487644679431e-06	6.08712284225543e-05
KIAA0101	105.354866497	179.4515772313	31.2581557627	0.1741871331	-2.5212900366	7.40850126561809e-07	1.71636187215899e-05
KIAA0114	635.1486803854	829.4973843019	440.7999764688	0.5314061079	-0.912113285	0.0002071401	0.0022576752
KIAA0125	7.796522812	6.1463144861	9.4467311379	1.5369749074	0.6200936118	0.5830773601	0.7765738588
KIAA0141	1583.6781952452	1523.2929975251	1644.0633929652	1.0792824464	0.1100724651	0.5477400342	0.7539356821
KIAA0146	450.5681441391	493.4030651213	407.733223157	0.8263694573	-0.2751411618	0.2858949448	0.5193409577
KIAA0174	1506.916397484	1540.3245071538	1473.5082878141	0.9566219852	-0.0639791471	0.7462616836	0.8834716558
KIAA0182	1099.2162019064	1014.9535437902	1183.4788600227	1.166042394	0.2216202418	0.3043655711	0.5391764303
KIAA0195	1320.3493992317	1564.9024444699	1075.7963539934	0.6874526638	-0.5406677182	0.0088244587	0.0456008845
KIAA0196	952.8729568178	1225.8425201768	679.9033934589	0.5546417115	-0.8503719773	8.66580065465769e-05	0.0010772736
KIAA0226	282.0349507272	320.2391955917	243.8307058627	0.7614018185	-0.3932700794	0.2149533299	0.438499957
KIAA0232	1177.2415375778	1387.9492868419	966.5337883138	0.696375435	-0.5220627829	0.0125481949	0.0595816228
KIAA0240	375.1207661089	384.2888164108	365.9527158069	0.9522856252	-0.0705337395	0.792806125	0.9113882377
KIAA0247	813.52458808	812.8564276862	814.1927484738	1.0016439813	0.0023698163	0.9735815789	1
KIAA0284	793.4831367061	897.5612285179	689.4050448942	0.768086926	-0.3806585019	0.0779257952	0.2245932741
KIAA0317	573.1347906546	653.4437183102	492.8258629989	0.7541978738	-0.4069850116	0.0897379987	0.2470920614
KIAA0319L	2336.43356952	2360.1479660105	2312.7191730296	0.9799043138	-0.0292872159	0.88289726	0.9640652315
KIAA0319	33.0649553666	63.3946140454	2.7352966877	0.0431471463	-4.5345910449	0.1801153828	0.3934222098
KIAA0355	484.442319264	491.3855040204	477.4991345076	0.9717403761	-0.0413571803	0.8245487896	0.9318936194
KIAA0368	2137.260161237	2199.2607266943	2075.2595957796	0.943616903	-0.0837268331	0.690329068	0.8480998027
KIAA0391	608.3437785072	558.0870600031	658.6004970114	1.1801035075	0.2389134047	0.3219483661	0.5569893663
KIAA0406	583.2313504058	633.4113701544	533.0513306572	0.8415563025	-0.2488682996	0.2817111847	0.514685617
KIAA0408	7.9201037976	8.7700445638	7.0701630315	0.8061718478	-0.3108406909	0.7663442218	0.895370386
KIAA0415	645.4362486676	868.2029883078	422.6695090273	0.4868325895	-1.0385023468	1.14591976620629e-05	0.0001882458
KIAA0427	956.3006791916	1040.0274771836	872.5738811996	0.8389911809	-0.2532724492	0.2678598353	0.4991004073
KIAA0430	1119.9150004623	1056.8757919967	1182.9542089278	1.1192935044	0.1625883936	0.4228391988	0.6506872399
KIAA0467	639.9718518193	680.5088649789	599.4348386597	0.8808626449	-0.1830110213	0.436985733	0.6633387944
KIAA0494	2225.4579234985	2142.1119222668	2308.8039247302	1.0778166634	0.1081117966	0.6147544019	0.7981180554
KIAA0495	246.231353745	246.1486009114	246.3141065786	1.0006723811	0.0009697149	0.9896498591	1
KIAA0513	172.907188288	222.4870468403	123.3273297357	0.5543124037	-0.851228804	0.0340312814	0.1250698025
KIAA0528	446.4058602693	465.6457314836	427.165989055	0.9173626218	-0.1244359693	0.6054298254	0.7913324914
KIAA0556	234.1171444286	307.4234289811	160.8108598762	0.5230924019	-0.9348622803	0.007907795	0.0420582247
KIAA0562	647.2799319713	579.7295760248	714.8302879177	1.2330409168	0.3022206744	0.1972968252	0.4170754105
KIAA0564	1236.3348896256	1039.3504969995	1433.3192822516	1.3790528666	0.4636777642	0.0245440477	0.0986837418
KIAA0586	182.012533541	184.1828533696	179.8422137125	0.9764329872	-0.0344070598	0.9170469027	0.9831261406
KIAA0649	398.4209502339	372.3459687228	424.495931745	1.1400578156	0.1891069894	0.5137029877	0.7291608256
KIAA0652	1738.598641294	1882.6923676479	1594.5049149401	0.8469280177	-0.2396887379	0.2272099505	0.452225087
KIAA0664P3	30.534633661	32.2217149406	28.8475523815	0.8952829616	-0.1595843646	0.8364214367	0.9383035266
KIAA0664	7259.2062172535	6353.8548537672	8164.5575807398	1.2849770366	0.3617425777	0.0635147834	0.1959780667
KIAA0748	12.1974398848	11.6350247667	12.7598550029	1.0966762219	0.1331376534	0.889662176	0.9680144537
KIAA0753	131.188539248	135.9766961255	126.4003823704	0.9295738606	-0.1053585938	0.7936437979	0.9120045542
KIAA0754	76.8416437674	93.4296101674	60.2536773673	0.6449098659	-0.6328305546	0.2394143167	0.4662351721
KIAA0776	977.2099538544	830.4084597144	1124.0114479944	1.3535645439	0.4367636832	0.0458891033	0.1552198315
KIAA0802	117.247753363	142.6347192298	91.8607874963	0.6440282422	-0.6348041396	0.1893611655	0.4067058839
KIAA0831	304.295498082	329.0809571717	279.5100389922	0.8493655828	-0.2355424445	0.4509244853	0.6749753018
KIAA0892	706.3173075297	784.9209381771	627.7136768824	0.7997158011	-0.3224407014	0.1393406912	0.3315011065
KIAA0895L	100.5617271725	125.1575226509	75.9659316941	0.6069625707	-0.7203205417	0.1473783496	0.3447091552
KIAA0895	186.1360400243	170.1413008744	202.1307791743	1.1880171254	0.2485556329	0.5787733805	0.7734549668
KIAA0907	403.6664914683	523.7166711166	283.61631182	0.5415453192	-0.8848460202	0.0012224223	0.0096754701
KIAA0913	1638.4125689671	1567.5328934896	1709.2922444447	1.0904346898	0.1249033642	0.5097037394	0.7257603549
KIAA0922	968.7450795711	754.57880546	1182.9113536823	1.5676445523	0.6485984799	0.00240665	0.0165232177
KIAA0947	573.1069251631	623.0969403637	523.1169099624	0.8395433777	-0.2523232263	0.2757716466	0.5079065473
KIAA1009	79.222922963	91.0048235442	67.4410223818	0.7410708549	-0.4323166076	0.4189018282	0.6471476915
KIAA1012	1136.371864657	925.6783981213	1347.0653311927	1.4552195816	0.5412368613	0.0103620532	0.0513564464
KIAA1024	4.8192156334	7.2511566297	2.3872746371	0.3292267371	-1.6028465907	0.1345429076	0.3241884839
KIAA1033	1253.2381615883	1206.0062943066	1300.4700288699	1.0783277293	0.1087957139	0.5876297447	0.7797916227
KIAA1045	10.7026226606	14.1965742723	7.208671049	0.5077753908	-0.9777376181	0.3266655128	0.5620509449
KIAA1107	56.2094912154	58.491085974	53.9278964568	0.9219848727	-0.1171850148	0.8460414783	0.9439015755
KIAA1109	994.3651768311	908.7297238315	1080.0006298307	1.1884728776	0.2491089796	0.2374492941	0.4641620839
KIAA1143	485.4828717203	518.195554936	452.7701885046	0.8737438679	-0.1947176695	0.4478072572	0.6721794123
KIAA1147	1038.5276941538	1122.6621471839	954.3932411236	0.8501161668	-0.2342680986	0.2727550104	0.5045576925
KIAA1161	1634.8520053754	1496.9455760837	1772.7584346671	1.184250425	0.2439741897	0.2061366168	0.4282370476
KIAA1191	2382.2945295378	2168.4216143687	2596.1674447069	1.1972613755	0.2597381431	0.1807739746	0.3941939136
KIAA1199	60.7719557938	102.1860038327	19.3579077549	0.1894379566	-2.4002026709	0.0002211526	0.0023862306
KIAA1210	2.1248715344	4.2090059129	0.0407371559	0.0096785694	-6.690990465	0.0700971877	0.2097392757
KIAA1211	44.0104181244	44.8211181396	43.1997181091	0.9638250874	-0.0531567414	0.9153081069	0.9824154843
KIAA1217	1147.2255514005	896.986758669	1397.4643441321	1.5579542626	0.6396528803	0.0030423047	0.0199028085
KIAA1239	15.1524894896	27.1663120886	3.1386668905	0.1155352585	-3.1135949008	0.0058617506	0.0331475576
KIAA1244	47.2410345716	85.4701262837	9.0119428595	0.1054396811	-3.2455101827	9.38292608802173e-06	0.0001587149
KIAA1257	2.0937473014	2.5746379404	1.6128566623	0.6264401829	-0.6747513379	0.5870384564	0.7794147684
KIAA1267	614.0506134189	697.6792663678	530.4219604701	0.760266194	-0.3954234533	0.0826271666	0.2336920214
KIAA1274	130.8193053346	166.1860687719	95.4525418973	0.5743715018	-0.7999439252	0.0735572183	0.2165209249
KIAA1279	383.7677461787	371.3454974945	396.1899948628	1.0669039952	0.0934303618	0.7290815308	0.871929416
KIAA1310	996.3484491209	1117.6646839757	875.0322142661	0.7829112137	-0.3530793874	0.0960354943	0.2580845642
KIAA1324L	46.1104910451	52.4377285181	39.7832535722	0.7586761421	-0.3984439245	0.5152821876	0.7303789921
KIAA1324	117.1086803281	211.1480520149	23.0693086413	0.1092565544	-3.1942082634	0.0325762559	0.1213340239
KIAA1328	48.7690405046	54.185385845	43.3526951642	0.8000809533	-0.3217821135	0.6074555481	0.7923780392
KIAA1370	788.9191159367	683.5222230496	894.3160088237	1.3083934635	0.3877964572	0.0750551869	0.218926033
KIAA1377	14.6038728811	17.9865936756	11.2211520865	0.6238619879	-0.6807011866	0.419507669	0.6477219812
KIAA1383	119.2063313684	146.7871993421	91.6254633948	0.6242060875	-0.6799056679	0.1420966222	0.3365281706
KIAA1407	44.6675261272	52.8159695473	36.5190827071	0.6914401652	-0.5323236839	0.4187277769	0.647056408
KIAA1409	2.5957365522	1.8819091887	3.3095639158	1.7586204136	0.8144441204	0.4838784715	0.7057578308
KIAA1429	1177.9437947146	1433.5527882334	922.3348011958	0.6433908878	-0.6362325912	0.0024450615	0.0167513094
KIAA1430	676.077030889	627.4453118531	724.7087499249	1.1550150049	0.2079115939	0.3864439008	0.6183102413
KIAA1432	509.8383698343	491.9556831138	527.7210565548	1.0727003969	0.1012471905	0.6801179886	0.8415335848
KIAA1462	429.6444456221	669.3268309653	189.9620602788	0.2838106161	-1.8169995396	4.04776083629806e-09	1.57740506795615e-07
KIAA1467	140.3242490264	129.6920824173	150.9564156355	1.1639601495	0.2190416655	0.5997095476	0.7878967927
KIAA1468	413.2952986438	399.8098027088	426.7807945789	1.0674595562	0.0941814102	0.7415590014	0.8802718031
KIAA1486	0.0283491745	0.0364114491	0.0202868999	0.5571571701	-0.843843736	1	1
KIAA1522	1401.989492744	2065.7491860134	738.2297994746	0.3573666176	-1.4845232194	1.15947735781165e-12	8.50634752503637e-11
KIAA1524	44.3942891209	76.6767740961	12.1118041458	0.1579592294	-2.6623758605	0.0001125689	0.0013567115
KIAA1529	42.3502567589	61.6977118129	23.0028017049	0.3728307101	-1.4234073952	0.0359676929	0.1300881936
KIAA1530	96.441759174	114.2091261892	78.6743921588	0.6888625698	-0.5377119054	0.2746556253	0.5069598923
KIAA1539	298.3689170264	340.4003296735	256.3375043792	0.7530471684	-0.4091878615	0.1937531895	0.4121937362
KIAA1543	1136.6038851079	1127.9941575756	1145.2136126402	1.0152655534	0.0218571289	0.9251855514	0.9862477834
KIAA1549	114.5934880749	181.0793891781	48.1075869716	0.2656712461	-1.912286003	0.0001285471	0.001521846
KIAA1586	123.4719183101	138.7814972913	108.1623393289	0.7793714684	-0.3596169773	0.4185412316	0.6470034778
KIAA1598	1378.4288635073	1472.3500956462	1284.5076313683	0.8724199735	-0.196905295	0.3466605424	0.5819642355
KIAA1609	107.4305416828	119.5520126211	95.3090707446	0.7972184546	-0.3269529878	0.5009832395	0.7187258178
KIAA1614	18.8333671577	27.7736172826	9.8931170328	0.3562055649	-1.4892180395	0.0761283294	0.2212897318
KIAA1632	488.7385946134	457.1316853112	520.3455039156	1.1382836076	0.1868600553	0.4581813989	0.6820757782
KIAA1644	12.848244352	10.2460455705	15.4504431334	1.5079420667	0.5925810031	0.4774218164	0.700030717
KIAA1671	2503.843393125	2096.2644998483	2911.4222864017	1.3888620862	0.473903347	0.0197335385	0.0840552395
KIAA1683	107.4391099172	126.2615856337	88.6166342008	0.7018495274	-0.510766337	0.3224133534	0.5575058769
KIAA1704	227.8069674578	229.6678933719	225.9460415437	0.9837946359	-0.023570906	0.9535003167	1
KIAA1712	191.3820484322	210.8732394112	171.8908574532	0.8151383169	-0.2948832108	0.4404290029	0.6664241351
KIAA1715	561.8182468126	566.4714297156	557.1650639095	0.9835713413	-0.0238983958	0.9003138675	0.9735513922
KIAA1731	163.3043504275	216.1854579336	110.4232429213	0.5107801606	-0.969225605	0.0177663409	0.0776921407
KIAA1737	545.5713458854	435.3271476002	655.8155441705	1.5064889653	0.5911901056	0.0142469379	0.0656674664
KIAA1751	1.6915431855	2.9746471471	0.4084392238	0.1373067808	-2.8645252211	0.0294893755	0.1130542803
KIAA1755	55.9410457385	68.4441117949	43.4379796821	0.6346488915	-0.6559694283	0.2753319719	0.5075183672
KIAA1797	340.6607353226	446.539592881	234.7818777641	0.5257806508	-0.9274670444	0.0017085734	0.0124637745
KIAA1804	225.7291789742	253.5354748025	197.922883146	0.7806516358	-0.3572492026	0.26164605	0.4911854896
KIAA1826	180.3231806609	179.6982413873	180.9481199344	1.00695543	0.0099998281	0.9981424603	1
KIAA1841	56.2869690254	83.0585687587	29.5153692922	0.3553561027	-1.4926626192	0.0158855139	0.0714018644
KIAA1875	19.9234355042	28.2780207971	11.5688502113	0.4091110299	-1.2894356612	0.1344716261	0.3240692629
KIAA1908	130.5003220364	172.6920368348	88.308607238	0.5113646747	-0.9675755929	0.0333696877	0.1232934208
KIAA1919	104.4829630565	93.8495587815	115.1163673315	1.226605312	0.2946711039	0.5546780481	0.7590579776
KIAA1949	1250.7754064032	1090.3637511282	1411.1870616782	1.2942351213	0.3720997329	0.0967545958	0.2594607772
KIAA1958	54.9457364669	54.6387039976	55.2527689362	1.0112386439	0.0161235015	0.9976386376	1
KIAA1967	1238.5098781835	1209.2174500703	1267.8023062968	1.04844857	0.068256094	0.7518716279	0.8874550362
KIAA1984	11.3009506096	16.3553448591	6.2465563601	0.3819275236	-1.3886292033	0.1372648277	0.3283911475
KIAA2013	2764.0668433792	2440.2206491834	3087.9130375751	1.2654236979	0.3396205189	0.0793344883	0.2274957653
KIAA2018	902.4109372545	818.2734268376	986.5484476714	1.2056464445	0.2698068993	0.2167381277	0.4404617165
KIAA2022	3.2877563096	5.0577359348	1.5177766843	0.3000901399	-1.7365321779	0.1711766179	0.3808119383
KIAA2026	326.8408932671	302.7060827964	350.9757037379	1.15946036	0.2134534975	0.477530549	0.700039802
KIDINS220	1099.4698903637	1135.6038531435	1063.3359275838	0.9363616763	-0.0948622062	0.6227072458	0.802915514
KIF11	119.8504363015	198.1979174218	41.5029551812	0.2094015705	-2.2556558323	2.0960429868545e-06	4.24202304800397e-05
KIF12	364.8711088976	325.3330127826	404.4092050126	1.2430623058	0.3138986101	0.3140866395	0.5490775371
KIF13A	675.1391261999	707.8677444053	642.4105079944	0.9075290025	-0.1399843459	0.5111503458	0.7267625825
KIF13B	1169.3153813469	1099.1463542026	1239.4844084911	1.1276791337	0.1733566262	0.4164324128	0.6451575524
KIF14	68.4487129856	125.4856043305	11.4118216406	0.0909412813	-3.4589208592	2.61477527161438e-08	8.5401294200046e-07
KIF15	38.7875327972	73.0249662663	4.550099328	0.0623088179	-4.004419842	1.68996683454085e-07	4.54601078491488e-06
KIF16B	370.8917449549	380.0286021782	361.7548877317	0.9519148971	-0.0710954951	0.7799950536	0.9035563479
KIF17	64.7404411818	75.2575664928	54.2233158708	0.7205031786	-0.4729232999	0.431554502	0.6588119804
KIF18A	30.173926814	56.7465104633	3.6013431648	0.0634636938	-3.9779246962	1.26285044158921e-06	2.72674329461537e-05
KIF18B	69.114797464	129.4292199312	8.8003749968	0.0679937266	-3.8784545462	8.83935037131206e-10	3.88209836715583e-08
KIF19	24.4468277073	6.256503507	42.6371519076	6.8148530341	2.7686825449	0.0007244306	0.0063458945
KIF1A	314.5323803881	610.4359492261	18.6288115502	0.0305172256	-5.0342323829	0.0025707621	0.0173915448
KIF1B	1206.8284519754	1290.4164347151	1123.2404692357	0.87044805	-0.2001698973	0.3292412943	0.5647635628
