id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
KPNA4	2112.8292270835	2229.1964605136	1996.4619936535	0.8955971486	-0.15907816	0.4183735225	0.6173795351
KPNA5	112.8687687897	76.4598138142	149.2777237652	1.9523683922	0.9652253006	0.023352698	0.0774607725
KPNA6	2276.7056118495	2397.3390864972	2156.0721372017	0.8993605241	-0.1530285342	0.4994860789	0.6890794893
KPNA7	2.8881262812	5.0312282698	0.7450242926	0.1480800021	-2.7555512745	0.0067147534	0.0290403435
KPNB1	5214.4114315346	6032.8378498475	4395.9850132216	0.7286761426	-0.4566503384	0.0636865496	0.1669371197
KPRP	0.8729803405	1.6941775466	0.0517831345	0.0305653528	-5.0319589689	0.1573052121	0.3206606247
KPTN	140.946915715	169.1590784688	112.7347529612	0.6664422269	-0.5854482796	0.123940993	0.2697578657
KRAS	1234.7191841481	1581.9666738414	887.4716944548	0.5609926613	-0.8339461967	0.000309776	0.0021958277
KRBA1	195.8453703959	176.6464935596	215.0442472323	1.2173705965	0.2837684255	0.3777989681	0.5785009724
KRBA2	91.3734135022	71.9292151372	110.8176118672	1.5406481449	0.623537415	0.1773018594	0.3479876615
KRCC1	974.5236802317	925.5673445809	1023.4800158824	1.1057866528	0.1450730631	0.5335705492	0.7171848268
KREMEN1	723.9109936458	546.3197492548	901.5022380368	1.6501366448	0.7225854964	0.0027293938	0.0139297378
KREMEN2	31.2539264713	59.1227530395	3.385099903	0.0572554512	-4.1264431327	1.55165780971778e-08	2.91226216743288e-07
KRI1	637.8054765508	730.2091499746	545.4018031269	0.7469117624	-0.4209902769	0.0863601603	0.2084527973
KRIT1	803.1162508535	778.1534537734	828.0790479336	1.06415906	0.0897138068	0.6992559474	0.8389784395
KRR1	905.2354561713	956.8652221905	853.6056901522	0.8920856045	-0.1647459372	0.4909063256	0.6817197201
KRT10	706.0296795488	1102.6618413863	309.3975177113	0.2805914797	-1.8334568933	0.2095868454	0.3900361533
KRT12	58.4565002781	111.1219700545	5.7910305017	0.0521141814	-4.262180176	0.2603008752	0.4525472679
KRT13	229.1690472507	263.1573566663	195.1807378351	0.7416883203	-0.4311150445	0.6154627389	0.7800275279
KRT14	8625.2292938926	2521.7541136015	14728.7044741838	5.8406584507	2.5461310215	2.87246266667515e-20	2.09614747657336e-18
KRT15	7993.3988976216	4397.7607054274	11589.0370898158	2.6352132065	1.3979196903	6.25700929427558e-08	1.04588316895853e-06
KRT16	1147.0121161103	1959.0861509281	334.9380812925	0.1709664892	-2.5482145217	0.0529143253	0.1453026482
KRT17	7008.6077681365	3220.68111343	10796.534422843	3.3522519127	1.7451305678	1.32873442427741e-11	3.993308267029e-10
KRT18	10782.5197146013	15827.9741374374	5737.0652917652	0.3624636509	-1.464091771	3.36015580390689e-07	4.95584970264005e-06
KRT19	17593.2999144869	26341.6033859358	8844.9964430381	0.3357804881	-1.5744096958	5.22698818273242e-07	7.48347056293543e-06
KRT1	25.2680932198	43.1674414829	7.3687449567	0.1707014524	-2.5504527616	0.3159531017	0.5129156479
KRT20	0.3868562725	0.2175748742	0.5561376708	2.5560748815	1.3539301014	0.5316336815	0.716057845
KRT222	80.1837221202	79.4382161983	80.9292280421	1.0187694527	0.0268276069	0.9648658901	0.9990831446
KRT23	1291.673276303	1270.9459440015	1312.4006086046	1.0326171737	0.0463054972	0.7935663151	0.8987593482
KRT24	1.6365687247	3.0325859625	0.2405514869	0.0793222319	-3.6561309185	0.0273218859	0.0874094753
KRT25	0.080591266	0.1156115643	0.0455709676	0.3941730903	-1.3430988062	0.5831820584	0.7548682736
KRT26	0	0	0	NA	NA	NA	NA
KRT27	0.292297441	0.1634728647	0.4211220173	2.5760973721	1.3651871259	0.337729546	0.5362923621
KRT28	0.0043406997	0.0086813995	0	0	-Inf	0.9850317999	1
KRT2	0.906409452	1.6648699976	0.1479489064	0.0888651406	-3.4922385907	0.0049758012	0.0227363888
KRT31	8.1529078588	12.368702966	3.9371127515	0.3183124991	-1.6514842869	0.0514035161	0.1421318486
KRT32	9.2484680931	7.6670432085	10.8298929778	1.4125253612	0.4982767707	0.5174165374	0.7044902687
KRT33A	1.671111626	2.9221113519	0.4201119001	0.1437699833	-2.7981655981	0.0893723805	0.2136289166
KRT33B	0.0997126996	0.1568514414	0.0425739578	0.2714285403	-1.8813556687	0.3118837726	0.5085968054
KRT34	1.8937882644	3.7792372624	0.0083392664	0.0022066004	-8.8239589076	0.037345426	0.1111327596
KRT35	0.1610230673	0.3220461346	0	0	-Inf	0.0066465606	0.0287899857
KRT36	0.2498617378	0.3473005857	0.1524228899	0.4388788738	-1.1881052698	0.4104175508	0.6091785095
KRT37	3.054499046	5.935598764	0.173399328	0.0292134517	-5.0972233589	5.87331419112992e-06	6.61280400897685e-05
KRT38	0.2994273321	0.5481333132	0.050721351	0.0925346987	-3.4338617411	0.1404026893	0.295020318
KRT39	0.5640994344	0.3937387487	0.73446012	1.8653488444	0.8994454584	0.4356300243	0.6332355356
KRT3	0.5381619755	1.0589844572	0.0173394937	0.0163736999	-5.9324758309	0.001118301	0.0065559388
KRT40	4.24235772	3.8021000615	4.6826153786	1.2315865713	0.3005180421	0.7205119721	0.852298593
KRT4	125.1953622602	196.0497509218	54.3409735986	0.2771795085	-1.85110749	0.0676085067	0.1746195939
KRT5	10392.5412821134	3950.2845965971	16834.7979676297	4.2616671169	2.0914179072	7.87133152229887e-14	3.08496253670539e-12
KRT6A	736.0792968927	1281.7398391406	190.4187546448	0.1485627183	-2.7508559769	0.0349793199	0.1054556127
KRT6B	1546.77634544	1763.6528431168	1329.8998477631	0.754059878	-0.407249006	0.5524376072	0.7307190301
KRT6C	94.0245096891	147.5744532968	40.4745660813	0.2742653974	-1.8663554783	0.1195167993	0.2630714736
KRT71	0.1889847798	0.276332426	0.1016371335	0.3678074808	-1.4429772721	0.3076420999	0.5037917894
KRT72	0.3836903822	0.5837881568	0.1835926075	0.3144849811	-1.6689369751	0.4130668257	0.6115790681
KRT73	0.1023073167	0.1514153078	0.0531993256	0.3513470755	-1.509031205	0.3809151334	0.5806909116
KRT74	0.6002983907	0.2261997034	0.974397078	4.3076850386	2.1069127694	0.078942408	0.1952735693
KRT75	14.8817536407	28.6865140439	1.0769932374	0.0375435383	-4.7352915677	0.0008393155	0.0051359488
KRT76	0.0139386229	0.0093920152	0.0184852306	1.9681857676	0.9768663962	1	1
KRT77	3.886300804	3.7157187065	4.0568829015	1.0918164753	0.1267303724	0.8768209661	0.9493379894
KRT78	3.6255321745	6.8589835764	0.3920807726	0.0571631012	-4.1287720013	0.0995367185	0.2306991709
KRT79	231.2154979485	444.0635136222	18.3674822748	0.0413622865	-4.59554025	0.2273591905	0.4121293622
KRT7	7598.942090702	8350.5179836302	6847.3661977739	0.8199929886	-0.286316521	0.3493631245	0.5491917551
KRT80	614.4823605806	741.6685303953	487.296190766	0.6570269208	-0.6059756107	0.0196329408	0.0675750481
KRT81	1089.5853353358	1825.4901353585	353.6805353131	0.1937455199	-2.3677651446	0.0432325238	0.1244844622
KRT82	0.3012906582	0.5857432686	0.0168380478	0.0287464641	-5.1204716793	0.1975353467	0.3751771171
KRT83	7.7074470506	8.244911443	7.1699826581	0.8696251873	-0.2015343685	0.84941077	0.9337496509
KRT84	0.0490243978	0.0371853292	0.0608634664	1.6367601889	0.7108429598	0.7892380545	0.8967655491
KRT85	0.2221295751	0.3317491633	0.1125099868	0.3391417349	-1.5600397611	0.2980948576	0.4943056749
KRT86	78.8046997192	136.066516672	21.5428827665	0.1583261135	-2.6590288687	0.034716379	0.1048572325
KRT8	15707.8276148469	23839.841888044	7575.8133416498	0.3177795129	-1.6539019773	7.8817003532315e-08	1.29749506572516e-06
KRT9	5.6781695852	8.1570803006	3.1992588699	0.3922063719	-1.3503151208	0.1829112595	0.3557982397
KRTAP1-1	0.3382318864	0.2152912488	0.4611725241	2.1420867159	1.0990168844	0.4190678849	0.6179187298
KRTAP1-3	0.0048074042	0.0096148083	0	0	-Inf	0.9862651337	1
KRTAP1-5	0.1664621065	0.2257408736	0.1071833394	0.4748069666	-1.0745869918	0.4798544703	0.6719543088
KRTAP10-10	0	0	0	NA	NA	NA	NA
KRTAP10-11	0	0	0	NA	NA	NA	NA
KRTAP10-12	0	0	0	NA	NA	NA	NA
KRTAP10-1	0	0	0	NA	NA	NA	NA
KRTAP10-2	0.0172626053	0	0.0345252105	Inf	Inf	0.2792068193	0.4733808205
KRTAP10-3	0	0	0	NA	NA	NA	NA
KRTAP10-4	0.0096697252	0.0193394503	0	0	-Inf	0.6670055596	0.8175295276
KRTAP10-5	0	0	0	NA	NA	NA	NA
KRTAP10-6	0	0	0	NA	NA	NA	NA
KRTAP10-7	0	0	0	NA	NA	NA	NA
KRTAP10-8	0	0	0	NA	NA	NA	NA
KRTAP10-9	0	0	0	NA	NA	NA	NA
KRTAP11-1	0.0084112238	0	0.0168224476	Inf	Inf	0.5603930355	0.7376121127
KRTAP12-1	0.0049152759	0.0098305518	0	0	-Inf	0.986583354	1
KRTAP12-2	0	0	0	NA	NA	NA	NA
KRTAP12-3	0	0	0	NA	NA	NA	NA
KRTAP12-4	0	0	0	NA	NA	NA	NA
KRTAP13-1	0	0	0	NA	NA	NA	NA
KRTAP13-2	0.0136539015	0.0184509759	0.0088568271	0.4800194379	-1.0588352673	0.9847404754	1
KRTAP13-3	0	0	0	NA	NA	NA	NA
KRTAP13-4	0.1280772483	0.0093920152	0.2467624814	26.2736459056	4.7155445072	0.024551585	0.0805764975
KRTAP15-1	0	0	0	NA	NA	NA	NA
KRTAP17-1	0.0850220496	0.1529321597	0.0171119396	0.1118923559	-3.1598166152	0.1185926472	0.2615672043
KRTAP19-1	0.0098305518	0.0196611036	0	0	-Inf	0.6687116225	0.8184097466
KRTAP19-2	0	0	0	NA	NA	NA	NA
KRTAP19-3	0	0	0	NA	NA	NA	NA
KRTAP19-4	0	0	0	NA	NA	NA	NA
KRTAP19-5	0	0	0	NA	NA	NA	NA
KRTAP19-6	0	0	0	NA	NA	NA	NA
KRTAP19-7	0	0	0	NA	NA	NA	NA
KRTAP19-8	0	0	0	NA	NA	NA	NA
KRTAP2-1	0.0173297434	0.0170432908	0.017616196	1.0336147032	0.0476984977	1	1
KRTAP2-2	0	0	0	NA	NA	NA	NA
KRTAP2-4	0	0	0	NA	NA	NA	NA
KRTAP20-1	0	0	0	NA	NA	NA	NA
KRTAP20-2	0	0	0	NA	NA	NA	NA
KRTAP20-3	0	0	0	NA	NA	NA	NA
KRTAP20-4	0	0	0	NA	NA	NA	NA
KRTAP21-1	0	0	0	NA	NA	NA	NA
KRTAP21-2	0	0	0	NA	NA	NA	NA
KRTAP22-1	0	0	0	NA	NA	NA	NA
KRTAP23-1	0	0	0	NA	NA	NA	NA
KRTAP24-1	0	0	0	NA	NA	NA	NA
KRTAP25-1	0	0	0	NA	NA	NA	NA
KRTAP26-1	0	0	0	NA	NA	NA	NA
KRTAP27-1	0	0	0	NA	NA	NA	NA
KRTAP3-1	0.2684576979	0.4603648808	0.0765505151	0.166282265	-2.5882937897	0.0752177736	0.1885699266
KRTAP3-2	0.043870833	0.0622901587	0.0254515074	0.4085959626	-1.2912531463	0.6075127793	0.7739798596
KRTAP3-3	0.6578026399	0.6550024958	0.660602784	1.0085500257	0.0122826457	0.9962195413	1
KRTAP4-11	0.0128964158	0	0.0257928316	Inf	Inf	0.3808780445	0.5806909116
KRTAP4-12	0	0	0	NA	NA	NA	NA
KRTAP4-1	0.1593629648	0.3098364985	0.0088894311	0.0286907162	-5.1232722068	0.0568693549	0.1533426131
KRTAP4-2	0	0	0	NA	NA	NA	NA
KRTAP4-3	0	0	0	NA	NA	NA	NA
KRTAP4-4	0	0	0	NA	NA	NA	NA
KRTAP4-5	0	0	0	NA	NA	NA	NA
KRTAP4-7	0	0	0	NA	NA	NA	NA
KRTAP4-8	0	0	0	NA	NA	NA	NA
KRTAP4-9	0	0	0	NA	NA	NA	NA
KRTAP5-10	0.8445851484	1.1216316896	0.5675386073	0.5059937344	-0.9828085743	0.3992381968	0.5991330122
KRTAP5-11	0.0091048744	0.0182097488	0	0	-Inf	0.5420913001	0.7236774625
KRTAP5-1	3.576731318	4.5839856231	2.5694770129	0.5605333926	-0.8351277738	0.3797841322	0.5799119916
KRTAP5-2	1.9703705078	2.7988162214	1.1419247941	0.4080027782	-1.2933491188	0.2088090518	0.389107063
KRTAP5-3	0	0	0	NA	NA	NA	NA
KRTAP5-4	0.0306107542	0.0612215083	0	0	-Inf	0.1991336382	0.3770775137
KRTAP5-5	0.0044549176	0	0.0089098351	Inf	Inf	1	1
KRTAP5-6	0	0	0	NA	NA	NA	NA
KRTAP5-7	0.2129140363	0.2570734774	0.1687545952	0.6564449857	-0.6072539859	0.702403043	0.8414122449
KRTAP5-8	0.504198745	0.6757276742	0.3326698158	0.49231344	-1.0223509696	0.4125937172	0.6111510616
KRTAP5-9	2.1989816963	2.7291460824	1.6688173103	0.611479657	-0.7096235917	0.4709204955	0.6643895014
KRTAP6-1	0	0	0	NA	NA	NA	NA
KRTAP6-2	0	0	0	NA	NA	NA	NA
KRTAP6-3	0	0	0	NA	NA	NA	NA
KRTAP7-1	0.0044512594	0	0.0089025187	Inf	Inf	1	1
KRTAP8-1	0	0	0	NA	NA	NA	NA
KRTAP9-2	0	0	0	NA	NA	NA	NA
KRTAP9-4	0	0	0	NA	NA	NA	NA
KRTAP9-8	0	0	0	NA	NA	NA	NA
KRTAP9-9	0	0	0	NA	NA	NA	NA
KRTCAP2	1844.5534815	2366.7757709199	1322.3311920802	0.5587057331	-0.8398394706	0.0002871724	0.0020576764
KRTCAP3	310.1272130224	406.1173386262	214.1370874185	0.5272788602	-0.9233619379	0.0024125146	0.0125851024
KRTDAP	32.7784775039	62.4667686393	3.0901863686	0.0494692848	-4.3373231477	0.0337840988	0.1026115266
KSR1	440.2449990893	337.1990877771	543.2909104016	1.611187367	0.6881242766	0.0107752923	0.0423262112
KSR2	61.4206178077	66.7156466019	56.1255890135	0.8412657581	-0.2493664712	0.6702171802	0.8191636393
KTELC1	444.0036082699	453.8063548058	434.2008617339	0.9567976674	-0.0637142225	0.8246371739	0.9194153531
KTI12	159.0774931239	169.3395141303	148.8154721175	0.8787994514	-0.1863941257	0.6072384803	0.7739281898
KTN1	6592.7993493917	6890.7788132857	6294.8198854978	0.9135135601	-0.1305019507	0.58796917	0.759304877
KYNU	365.0316982798	468.6622315341	261.4011650256	0.5577602534	-0.8422829648	0.1004429396	0.2320570076
KY	88.2951538483	14.4371863767	162.1531213198	11.2316290092	3.4894952829	7.43309681391573e-12	2.325905190236e-10
L1CAM	117.043527883	132.8178196572	101.2692361089	0.762467238	-0.3912527463	0.3476904203	0.5473945965
L1TD1	17.3858142443	13.8782259091	20.8934025795	1.5054807953	0.5902243044	0.4160226082	0.6148846848
L2HGDH	246.5712607005	283.295020268	209.8475011329	0.7407384039	-0.4329639587	0.1436914313	0.3001680541
L3MBTL2	815.207238859	874.9738136378	755.4406640802	0.8633865978	-0.2119213967	0.3792501055	0.5794481074
L3MBTL3	229.6822266855	210.2465825629	249.1178708082	1.184884281	0.2447461685	0.4456913679	0.6416184087
L3MBTL4	133.4496459746	80.3369149233	186.5623770259	2.3222497056	1.2155231098	0.001649711	0.0090985332
L3MBTL	107.1920061984	75.8488611616	138.5351512352	1.8264631679	0.8690526608	0.0419615594	0.1216678361
LACE1	58.3013679766	60.9286833227	55.6740526306	0.9137576851	-0.13011646	0.7946404342	0.8994334062
LACRT	79.7173511816	105.0980806044	54.3366217588	0.5170086975	-0.9517395442	0.4707357544	0.6642264898
LACTB2	279.0310080128	313.1284864121	244.9335296136	0.7822141397	-0.3543644797	0.2202681198	0.4035278451
LACTB	374.0840308839	445.4191658933	302.7488958745	0.6796943622	-0.5570419386	0.0332677634	0.1014485803
LAD1	900.2824488687	1220.7966653212	579.7682324163	0.4749097445	-1.0742747362	3.88723718423385e-05	0.000361153
LAG3	60.669988246	96.0578989667	25.2820775254	0.2631962368	-1.9257892333	0.0005137044	0.0033975372
LAGE3	358.777434108	543.4216793987	174.1331888173	0.3204384282	-1.6418809231	5.62611023461659e-09	1.13199421665017e-07
LAIR1	670.2458118664	512.9971434106	827.4944803222	1.6130586514	0.6897988964	0.0070597953	0.0302052978
LAIR2	1.6832649282	2.9012433113	0.465286545	0.160374879	-2.6404799181	0.0150497393	0.0548264765
LALBA	484.2986946285	163.6275679304	804.9698213266	4.9195244512	2.2985188633	0.1207526051	0.2648807818
LAMA1	197.87763422	102.6542144883	293.1010539516	2.8552266988	1.513605297	7.65488870898692e-06	8.43675799815994e-05
LAMA2	1833.5333995111	995.5284003932	2671.538398629	2.6835381066	1.4241363747	3.85796233007507e-09	8.00169179216207e-08
LAMA3	2509.7914824835	1193.0165035224	3826.5664614447	3.2074715229	1.6814364566	1.32712847227963e-12	4.49042414054893e-11
LAMA4	4386.7827626232	2589.8227925797	6183.7427326666	2.3877088233	1.2556269133	9.33884166733823e-07	1.25784935597888e-05
LAMA5	2212.5758048441	2189.0378009428	2236.1138087454	1.0215053426	0.0306967495	0.8827195713	0.9525656159
LAMB1	4862.1173465703	4687.4459051382	5036.7887880023	1.0745273417	0.1037021931	0.7444160415	0.8684409761
LAMB2L	25.2384703169	17.3300498594	33.1468907744	1.9126829434	0.9355977446	0.1606784797	0.3252990711
LAMB2	7389.5153923047	5924.1332901626	8854.8974944469	1.4947161147	0.5798715053	0.0292097809	0.0919304288
LAMB3	2619.5064951747	1234.9873787066	4004.0256116429	3.2421591351	1.6969549045	1.00342360665062e-12	3.46712994262654e-11
LAMB4	2.6681524421	1.7602302775	3.5760746066	2.0315947591	1.0226126574	0.2923241146	0.4876723287
LAMC1	8183.8042285488	5687.5229800656	10680.085477032	1.8778096395	0.9090508191	0.0009545988	0.0057333139
LAMC2	2751.7261822566	1609.7647657744	3893.6875987388	2.4187929078	1.274287254	5.26560961036206e-08	8.99384516592583e-07
LAMC3	125.2096493217	59.4578561507	190.9614424927	3.211710863	1.6833420189	3.29822954686211e-05	0.00031116
LAMP1	7700.8462944685	8098.8121404541	7302.8804484829	0.9017224158	-0.149244709	0.571744502	0.7462862728
LAMP2	5896.635109431	6585.5777882585	5207.6924306035	0.7907722903	-0.3386657769	0.1882695047	0.3630076609
LAMP3	200.9741490295	318.6879963934	83.2603016656	0.2612596101	-1.9364439893	1.45415777460121e-05	0.0001507099
LANCL1	2077.4208066874	1887.938189484	2266.9034238909	1.2007296831	0.2639113977	0.255945366	0.4477612955
LANCL2	606.6959880574	621.3744076052	592.0175685097	0.9527549916	-0.0698228333	0.7957014765	0.900187064
LANCL3	5.640799392	4.4967794903	6.7848192937	1.5088174344	0.5934182516	0.4769929913	0.6692411171
LAP3	2473.5173653649	2749.9542193171	2197.0805114128	0.7989516684	-0.3238198632	0.1510203035	0.3112353101
LAPTM4A	9480.7728211578	9730.9882032777	9230.5574390379	0.9485734898	-0.0761685456	0.7681058712	0.8839500131
LAPTM4B	3383.068422548	4683.2357330356	2082.9011120605	0.4447568371	-1.1689113111	1.28722806103651e-06	1.68165124847635e-05
LAPTM5	3736.9742575154	4669.5309987493	2804.4175162815	0.6005779846	-0.7355765039	0.0019327322	0.0104329132
LARGE	678.0803854031	781.2229750492	574.937795757	0.7359458364	-0.4423285032	0.0559007719	0.1515881734
LARP1B	470.6571389422	553.9506270625	387.363650822	0.699274686	-0.5160688148	0.0461896512	0.1308796014
LARP1	4673.7933342476	5200.5472890969	4147.0393793983	0.7974236458	-0.3265817091	0.1730225186	0.341936277
LARP4B	1549.2222515789	1827.7484727122	1270.6960304456	0.6952247803	-0.5244485889	0.0234571368	0.0777017656
LARP4	1413.6962366392	1735.8089819586	1091.5834913197	0.6288615295	-0.6691857132	0.0035529698	0.0172182775
LARP6	423.5118710278	206.9732571498	640.0504849059	3.092430847	1.628741334	2.37423201902291e-09	5.10251160395946e-08
LARP7	1018.129911029	1003.356451135	1032.9033709231	1.0294480788	0.041871068	0.8676567976	0.9440834716
LARS2	509.2799262153	569.5044873233	449.0553651073	0.7885018909	-0.3428138802	0.1739088565	0.3433409557
LARS	2942.0421262103	2941.8087703603	2942.2754820604	1.0001586479	0.0002288623	0.9747621895	1
LAS1L	899.6051045276	1031.0839212507	768.1262878045	0.7449697081	-0.4247463309	0.0747842049	0.1877477144
LASP1	7754.9818036991	9780.6412070614	5729.3224003368	0.5857818807	-0.7715645263	0.0028713956	0.0145143146
LASS1	18.5218937535	21.5143720051	15.5294155019	0.7218158865	-0.4702971989	0.5137516133	0.7017349002
LASS2	6885.7364523995	10021.895569684	3749.577335115	0.3741385359	-1.4183555253	5.84699637728563e-08	9.89184326562067e-07
LASS3	15.7081299008	21.4335727791	9.9826870224	0.4657500234	-1.1023722534	0.5259922218	0.7113006418
LASS4	1280.4341645953	1685.8154135357	875.0529156549	0.5190680478	-0.9460044122	6.16213121135845e-05	0.0005418741
LASS5	863.6761375365	927.7213297943	799.6309452786	0.8619301072	-0.214357207	0.3697542275	0.570740602
LASS6	2560.2083962864	3649.0251151129	1471.3916774599	0.4032287066	-1.3103297443	4.01330754361412e-08	7.02670148885061e-07
LAT2	182.8434454587	232.0030374885	133.6838534289	0.576215962	-0.7953184692	0.0227808067	0.0760166463
LATS1	607.775924813	543.971602877	671.5802467491	1.2345869586	0.3040284568	0.1968859738	0.3744528825
LATS2	751.9273573686	554.8285455772	949.0261691599	1.7104854765	0.7744058544	0.0015121897	0.0084738954
LAT	94.3965569342	107.4457744335	81.3473394348	0.7571013366	-0.4014416797	0.3821486876	0.581700022
LAX1	53.072693062	62.7993038113	43.3460823128	0.6902318924	-0.5348469593	0.3431015094	0.5419623793
LAYN	194.8316707895	151.6317736455	238.0315679335	1.5698000637	0.6505808232	0.0515733216	0.1424603744
LBH	1689.1287914017	1432.6138134667	1945.6437693367	1.3581076429	0.4415978313	0.0446557673	0.1278297485
LBP	429.8176326376	716.148656854	143.4866084213	0.2003586924	-2.3193429939	0.1611740123	0.3259311507
LBR	972.28942484	940.7580124718	1003.8208372082	1.0670340554	0.0936062219	0.728790616	0.8583533921
LBX1	3.003944094	4.5962564617	1.4116317263	0.3071264056	-1.7030955396	0.1895695034	0.3646872692
LBX2	6.2886113892	9.0671522728	3.5100705055	0.3871193954	-1.3691495039	0.1172303217	0.2592348938
LBXCOR1	2.9973265787	2.0465961073	3.94805705	1.9290846083	0.9479164203	0.3183518341	0.5152699511
LCA5L	78.7213209241	103.4423984833	54.000243365	0.5220320116	-0.9377898177	0.0587404167	0.1572818085
LCA5	305.8211824678	201.2609787772	410.3813861583	2.039050931	1.0278978112	0.0003994123	0.0027369677
LCAT	72.2079226117	36.1063584164	108.3094868071	2.999734439	1.5848347872	0.002195637	0.0116305723
LCE1A	0.0688138624	0.1376277249	0	0	-Inf	0.2773762721	0.471397488
LCE1B	0.0819461891	0.1638923783	0	0	-Inf	0.1429397055	0.2989121604
LCE1C	0.5452841894	0.784859156	0.3057092229	0.3895083857	-1.3602737064	0.4762862012	0.6688252486
LCE1D	0	0	0	NA	NA	NA	NA
LCE1E	0.0045119006	0.0090238013	0	0	-Inf	0.9853151022	1
LCE1F	0.0835596901	0.1671193802	0	0	-Inf	0.253905965	0.4454686425
LCE2A	0.086535642	0.1730712839	0	0	-Inf	0.0687360073	0.1767148803
LCE2B	0.0344069312	0.0688138624	0	0	-Inf	0.3782940487	0.5788964562
LCE2C	0.0589833107	0.1179666213	0	0	-Inf	0.2973948114	0.4935214532
LCE2D	0.0196611036	0.0393222071	0	0	-Inf	0.4847618612	0.6755371042
LCE3A	0.018685947	0.0087465634	0.0286253307	3.2727517667	1.7105041803	0.7512547239	0.8725155078
LCE3B	0	0	0	NA	NA	NA	NA
LCE3C	0	0	0	NA	NA	NA	NA
LCE3D	0.0987786287	0.1975572574	0	0	-Inf	0.0597222897	0.1591699127
LCE3E	0.0692920107	0.1385840213	0	0	-Inf	0.1317004383	0.2814934838
LCE4A	0	0	0	NA	NA	NA	NA
LCE5A	0.1188577766	0.2292370881	0.0084784651	0.0369855732	-4.7568935532	0.1607170648	0.325340042
LCE6A	0.0188543531	0.0377087061	0	0	-Inf	0.2841013327	0.4784027694
LCK	139.0194468898	173.4651304863	104.5737632932	0.6028517835	-0.7301247486	0.0620462396	0.1638453021
LCLAT1	430.3254079766	555.5217128308	305.1291031225	0.5492658452	-0.8644235108	0.0012067922	0.0069908871
LCMT1	684.0753756848	846.0145190124	522.1362323572	0.6171717159	-0.6962561482	0.0037515922	0.0179872243
LCMT2	349.2029512212	391.5796101322	306.8262923103	0.7835604418	-0.3518835302	0.2047315625	0.3841073645
LCN10	19.0800925263	5.3858844726	32.7743005799	6.0852216096	2.6053098035	0.0007135303	0.0044783417
LCN12	12.9749062358	18.5170580848	7.4327543869	0.4014003927	-1.3168860668	0.0985407182	0.2290149526
LCN15	0	0	0	NA	NA	NA	NA
LCN1	0.0580747139	0.107516574	0.0086328537	0.0802932365	-3.6385777219	0.1270269602	0.2742318425
LCN2	1035.9339502608	1842.5558156835	229.3120848382	0.1244532637	-3.0063240302	0.0871101539	0.2097300909
LCN6	4.6043351906	0.778205363	8.4304650182	10.833213724	3.4373893836	0.0004768046	0.0031825489
LCN8	0.2294018162	0.104653587	0.3541500453	3.3840220436	1.7587389662	0.2225024849	0.4061399394
LCN9	0	0	0	NA	NA	NA	NA
LCNL1	0.3270496445	0.230853362	0.4232459271	1.8333972849	0.8745194421	0.4998376222	0.6892282576
LCORL	88.325742629	85.8685690148	90.7829162432	1.0572310367	0.0802906834	0.879776844	0.9510167885
LCOR	163.7328989705	177.122099215	150.3436987261	0.8488138939	-0.2364798236	0.5272578634	0.7122734016
LCP1	3312.7213011306	3989.956308365	2635.4862938961	0.6605301137	-0.5983037592	0.0119043573	0.0458294323
LCP2	377.1896700024	440.3767292982	314.0026107067	0.7130317971	-0.4879616809	0.0630975168	0.1657803561
LCTL	1.4982049233	2.3927502054	0.6036596412	0.2522869457	-1.9868625371	0.0637572206	0.1670775777
LCT	7.3618182631	9.9276228525	4.7960136737	0.4830978921	-1.049612537	0.2479652543	0.4377951141
LDB1	1351.0472847642	1425.4916567833	1276.6029127451	0.8955527075	-0.1591497508	0.5228014279	0.7091432603
LDB2	730.9604748515	298.4803192737	1163.4406304292	3.8978805479	1.9626898793	2.58716090083614e-15	1.21045707506345e-13
LDB3	894.5257004041	31.437048167	1757.6143526411	55.9090135722	5.805008986	0.1516756652	0.3119487838
LDHAL6A	1.3150919764	1.2541948375	1.3759891153	1.0971095353	0.1337075715	0.901294861	0.9638354985
LDHAL6B	1.2264995043	0.8674501869	1.5855488217	1.8278269411	0.8701294823	0.4125745598	0.6111510616
LDHA	12733.9634749663	15389.7843108234	10078.1426391092	0.6548592518	-0.6107432318	0.0253081104	0.0825192922
LDHB	5747.2530017652	3353.5511266621	8140.9548768683	2.4275624761	1.2795084255	7.53498309771062e-07	1.03922189310244e-05
LDHC	10.0670676882	13.9196805635	6.2144548129	0.4464509645	-1.1634263679	0.160860112	0.3254646399
LDHD	285.6495427371	136.8602581071	434.4388273672	3.1743241857	1.6664494745	8.75635268590993e-08	1.4318393769092e-06
LDLRAD1	2.4994052975	4.1356201981	0.863190397	0.2087209066	-2.2603529793	0.0281141264	0.0893302957
LDLRAD2	206.4757895566	143.3324817974	269.6190973157	1.881074645	0.9115570992	0.0085481946	0.0351433764
LDLRAD3	1134.127425614	1459.5552615287	808.6995896992	0.5540726076	-0.8518530504	0.0002234692	0.0016492029
LDLRAP1	791.325073669	830.9145513833	751.7355959547	0.9047086667	-0.1444748029	0.5549043668	0.7332115872
LDLR	1507.8739316422	1257.7973047938	1757.9505584907	1.3976421732	0.4829950467	0.0302956215	0.0944360008
